Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location
0.85,6,5,4905,Stone,24.86,19.3,Yes,Yes,No,Airways,No,Wealthy,No
0.02,34,,2142,,3.36,20.12,No,No,Yes,Waterways,No,Working Class,No
0.31,7,,2860,,3.4,11.76,No,Yes,No,Roadways,No,Working Class,No
0.17,,13,451747,Stone,830.83,99.61,No,Yes,No,Airways,No,Wealthy,No
0.97,,20,4760,Clay,37.23,18.96,Yes,Yes,Yes,Airways,Yes,Working Class,No
0.16,6,4,2118,Marble,6.79,11.49,Yes,No,No,Waterways,No,Working Class,Yes
0.34,22,7,473,Aluminium,4.28,10.45,No,Yes,No,Airways,No,Wealthy,No
0.94,28,12,3588,Clay,16.92,19.47,Yes,Yes,Yes,Airways,Yes,Working Class,No
0.94,15,7,371,Aluminium,5.39,13.75,No,Yes,Yes,Airways,No,Wealthy,Yes
,66,,44761,Bronze,17.43,50.32,No,No,No,Roadways,Yes,Working Class,No
,27,16,623658,Marble,3064.21,47.6,No,Yes,No,Airways,No,Working Class,Yes
0.63,43,,20788,Clay,73.52,44.22,No,No,Yes,,Yes,Working Class,No
0.15,22,14,552882,Marble,2373.92,40.88,No,No,No,,No,Working Class,No
0.72,30,11,617,Wood,3.52,10.55,No,Yes,Yes,,No,Wealthy,No
0.8,16,7,2662,Bronze,15.13,10.43,No,Yes,Yes,Roadways,No,Working Class,No
0.59,4,3,47,Clay,4.45,21.66,Yes,No,Yes,Waterways,Yes,Working Class,No
0.15,12,8,1998,Bronze,7.62,10.55,No,No,No,Roadways,No,Working Class,No
0.6,34,6,419,,6.68,21.05,No,Yes,No,Airways,No,Wealthy,No
0.76,5,4,2543,Stone,14.04,16.63,Yes,Yes,No,Airways,No,Working Class,Yes
0.72,25,17,408,Wood,5.07,21.13,No,Yes,No,Roadways,No,Wealthy,No
,33,17,2524,Aluminium,6.62,16.07,Yes,Yes,No,Airways,No,Wealthy,No
0.58,7,4,89,Aluminium,5.98,24.64,No,Yes,No,Airways,No,Working Class,No
0.24,14,8,538,Aluminium,4.09,10.1,No,No,No,Roadways,No,Working Class,
0.74,33,7,658333,Stone,852.52,30.75,No,No,No,Roadways,No,Working Class,Yes
0.65,10,4,1000,Brass,8.02,12.69,No,No,No,Airways,No,Working Class,No
0.3,3,2,33,Bronze,4.81,19.46,No,Yes,No,Roadways,No,Working Class,Yes
0.19,28,15,14351,Bronze,59.06,85.87,No,No,No,Roadways,No,Working Class,No
0.68,3,2,33,Brass,6.14,14.35,No,Yes,No,Roadways,No,Wealthy,No
0.37,7,,844,Brass,5.7,16.48,No,No,No,Roadways,No,Working Class,No
0.65,21,7,73,Wood,4.02,23.76,Yes,No,No,Waterways,No,Working Class,No
0.05,8,5,77,,3.96,17.61,No,No,Yes,,No,Working Class,No
0.61,33,9,736,Wood,4.68,16.13,No,No,No,Roadways,No,Working Class,Yes
,46,,6357373,Marble,21049.04,61.65,No,No,No,Roadways,Yes,Wealthy,No
,20,12,,,5.28,10.77,Yes,No,No,Airways,No,Working Class,No
0.36,23,11,2553,Clay,11.4,23.16,No,No,Yes,Waterways,Yes,Working Class,No
,,,,,3.43,19.61,Yes,No,No,Waterways,No,Working Class,No
0.76,17,6,333,Aluminium,3.52,12.8,No,No,No,Roadways,No,Working Class,No
0.49,15,7,225,Wood,6.09,20.68,No,No,Yes,Roadways,No,Working Class,
,13,6,26621,Stone,171.08,95.38,No,No,Yes,Roadways,No,Working Class,Yes
0.59,22,10,21928,,115.41,26.53,No,Yes,Yes,Roadways,No,Working Class,Yes
0,37,17,2390433,Marble,2006.78,65.27,Yes,No,Yes,Waterways,Yes,Working Class,No
,31,9,3048,,15.17,15.78,Yes,No,No,Waterways,Yes,Working Class,No
0.44,11,8,151,Wood,3.67,20.78,No,No,Yes,,No,Working Class,Yes
0.06,,4,117,Aluminium,4.27,20.59,No,No,No,Roadways,No,Working Class,Yes
0.78,11,6,42413,,201.86,84.96,No,Yes,No,,No,Working Class,No
0.29,19,9,95985,Marble,161.78,62.09,No,No,No,,No,Working Class,
0.56,35,,2854,Aluminium,4.27,23.99,No,No,No,Roadways,No,Working Class,
0.45,20,11,1007,Aluminium,5.4,17.27,No,No,No,Roadways,No,Working Class,Yes
,13,7,,Aluminium,3.87,18.18,Yes,No,No,Waterways,No,Working Class,No
0.23,18,8,3090,Bronze,12.96,20.21,No,No,Yes,Airways,No,Working Class,No
0.86,55,37,593389,Brass,1294.48,57.18,No,No,No,Waterways,No,Wealthy,Yes
0.77,16,7,34835,Marble,71.39,57.25,No,Yes,No,,No,Wealthy,No
0.49,26,,7592,Bronze,12.76,44.32,Yes,Yes,No,,No,Working Class,No
0.33,55,14,70909,Bronze,283.89,34.28,No,No,No,Waterways,No,Working Class,No
0.66,26,11,957403,Stone,959.36,47.53,Yes,Yes,Yes,Airways,No,Working Class,No
0.44,14,7,729,,3.19,12.76,No,No,No,Roadways,Yes,Working Class,No
,15,8,156,Aluminium,4.07,14.84,No,No,Yes,Airways,No,Working Class,No
0.24,3,2,10,Brass,6.11,15.7,No,No,Yes,Waterways,No,Wealthy,No
0.53,33,17,5371463,Stone,40397.16,92.92,Yes,Yes,Yes,Airways,No,Working Class,No
0.13,29,17,2159,Clay,3.55,15.98,No,No,No,Roadways,Yes,Wealthy,No
0.12,16,6,640,Clay,3.44,13.16,Yes,No,No,Waterways,Yes,Working Class,No
0.07,40,9,14896,Brass,37.44,43.58,No,Yes,No,Roadways,No,Working Class,No
,19,,125784,,289.47,58.58,Yes,No,No,,No,Working Class,No
0.21,23,10,281919,Marble,680.37,32.9,No,No,Yes,Roadways,No,Working Class,Yes
0.57,14,6,2296,Brass,6.98,10,No,No,No,,No,Working Class,No
0.32,14,,,Marble,18.13,99.98,No,No,No,,No,Working Class,No
0.75,19,11,625,Aluminium,5.9,21.47,No,No,No,Roadways,No,Working Class,No
0.49,6,4,78,Clay,3.95,11.44,No,No,No,Roadways,Yes,Working Class,Yes
0.41,32,10,16993,Brass,83.81,76.09,Yes,No,No,Waterways,No,Working Class,No
,21,8,,Stone,2280.37,57.13,Yes,No,No,Waterways,No,Wealthy,No
0.56,44,11,691,Wood,4.36,18.2,No,Yes,No,Roadways,No,Working Class,Yes
0.22,12,8,29917,Marble,76.99,40.28,No,No,Yes,Roadways,No,Working Class,No
0.2,14,8,,Brass,5.28,96.37,Yes,No,Yes,,No,Working Class,
0.05,,6,15019,Stone,9.32,55.33,No,Yes,Yes,Airways,No,Working Class,No
,26,16,738896,Marble,1712.44,78.39,Yes,No,No,,No,Working Class,No
0.85,15,8,2834,Bronze,13.39,19.76,No,Yes,No,Airways,No,Working Class,No
,22,11,14964,Bronze,25.35,41.08,No,No,No,Roadways,No,Wealthy,No
0.87,7,5,303,Clay,4.24,20.52,Yes,Yes,Yes,Airways,Yes,Working Class,No
0.05,14,6,24155,Stone,67.93,45.52,Yes,No,Yes,Waterways,No,Working Class,No
0.17,51,26,11075102,Marble,41614.21,42.42,No,Yes,Yes,Airways,Yes,Working Class,Yes
,26,17,39715,Bronze,67.25,31.05,No,Yes,No,Roadways,No,Wealthy,No
0.27,,24,96802,Bronze,313.65,96.86,No,No,Yes,,No,Working Class,No
,27,9,722417,Stone,6527.48,58.41,No,Yes,No,,No,Wealthy,No
0.82,19,10,11733,Brass,27.42,41.72,No,No,Yes,Waterways,No,Wealthy,Yes
0.15,25,7,176839,,104.72,50.65,Yes,No,No,,No,Working Class,No
0.94,10,5,13736,Stone,21.82,47.57,No,No,No,Airways,No,Working Class,Yes
0.35,35,19,71033,Bronze,94.32,66.97,No,No,No,,No,Working Class,No
0.84,5,3,35,Aluminium,3.78,18.82,Yes,Yes,No,Airways,No,Wealthy,No
0.12,9,4,176,Clay,6.78,10.83,No,No,No,Roadways,Yes,Working Class,No
0.55,12,7,2557,Bronze,4.77,15.76,No,No,Yes,Roadways,No,Working Class,No
0.14,23,7,432,Aluminium,6.86,12.74,No,Yes,No,Airways,No,Working Class,
0.08,12,8,1258,,4.44,15.2,No,Yes,Yes,,No,Working Class,No
,14,7,2715,,3.24,17.4,No,No,No,Waterways,No,Working Class,Yes
0.41,29,7,10637,Brass,49.81,81.41,No,Yes,No,Airways,No,Wealthy,No
0.57,48,15,4355,Aluminium,33.45,12.04,Yes,Yes,Yes,Airways,No,Working Class,No
0.35,23,10,7442,Bronze,15.78,73.06,No,No,Yes,Roadways,No,Working Class,Yes
0.7,45,23,2147033,Marble,14732.83,42.83,No,No,Yes,,Yes,Working Class,No
0.09,38,10,1742574,Stone,2781.72,80.4,No,No,No,Waterways,No,Working Class,No
0.36,11,,22522,Marble,71.12,32.41,Yes,Yes,Yes,Airways,No,Wealthy,
0.18,46,21,1212,Wood,3.1,18.71,No,Yes,Yes,Airways,No,Wealthy,No
,8,4,763,,3.85,16.24,Yes,Yes,No,Airways,No,Wealthy,No
0.18,10,5,4984,Marble,12.18,20.29,No,No,Yes,Roadways,No,Working Class,No
0.27,20,12,15990,,46.48,44.61,No,Yes,No,,No,Wealthy,
0.5,49,26,25165789,,65974.56,43.82,Yes,No,Yes,,No,Working Class,No
0.01,,3,41,Clay,5.66,12.96,Yes,Yes,No,,Yes,Wealthy,No
0.88,39,19,,Clay,111.03,49.33,Yes,Yes,No,,Yes,Working Class,
0.4,33,,1665,,7.05,12.15,No,No,No,Roadways,No,Working Class,Yes
,,4,4517,Marble,9.2,17.02,No,No,Yes,Roadways,No,Working Class,Yes
0.38,6,5,1438,,5.11,14.37,No,No,Yes,Roadways,No,Working Class,No
0.8,3,2,8,Wood,3.06,20.49,No,No,No,Airways,No,Working Class,No
0.06,17,9,12939,Brass,15.06,71.1,Yes,No,No,Waterways,No,Working Class,No
0.89,36,21,8315113,Stone,6938.76,92.66,No,No,No,Roadways,No,Working Class,No
0.68,23,12,2578,Clay,21.41,23.34,No,Yes,No,,Yes,Wealthy,
,4,,1280,Stone,6.18,22.23,No,No,No,Airways,No,Working Class,Yes
0.5,21,8,467,Aluminium,4.46,20.11,No,No,No,Waterways,No,Wealthy,No
0.48,24,7,528,Aluminium,5.91,13.89,No,No,No,Waterways,No,Working Class,No
0.61,10,5,747,,3.25,22.28,Yes,No,No,Waterways,No,Working Class,Yes
0.77,24,10,197,Wood,5.21,13.16,No,No,Yes,Waterways,No,Working Class,No
0.8,31,16,7333,Clay,12.02,44.84,No,No,Yes,Roadways,Yes,Working Class,No
0.4,26,15,643,Aluminium,5.84,21.77,No,No,No,Roadways,No,Working Class,Yes
0.31,14,6,246,,6.96,10.67,No,No,Yes,Airways,No,Working Class,No
0.66,12,8,99166,Stone,394.86,77.81,No,Yes,Yes,Roadways,No,Wealthy,No
0.24,60,28,18548,Aluminium,14.87,27.46,No,No,No,,No,Working Class,
0.02,8,5,20,Wood,3.29,20.92,No,Yes,No,Roadways,No,Working Class,No
0.02,24,6,222,Wood,4.7,15.8,No,No,No,,No,Working Class,No
0.34,34,,76893,,83.14,79.49,Yes,Yes,Yes,Airways,No,Working Class,No
0.17,24,7,80899,,101.27,84.17,No,Yes,No,Roadways,No,Wealthy,No
0.57,25,6,1211,,5.68,18.69,Yes,No,Yes,Waterways,Yes,Working Class,No
0.06,23,9,198,Wood,6.69,22.79,No,No,Yes,Roadways,No,Working Class,Yes
0.3,4,4,20,Wood,5.19,22.58,No,No,Yes,Waterways,No,Working Class,No
0.37,20,8,8847,Brass,40.85,67.13,Yes,No,No,Airways,No,Working Class,No
0.07,13,8,119449,Stone,91.41,33.81,No,No,Yes,Roadways,No,Working Class,No
,41,12,,Clay,44.34,85.19,No,Yes,Yes,,Yes,Wealthy,No
0.7,49,27,14797323,Marble,70117.2,65.55,No,No,No,Roadways,Yes,Working Class,No
0.19,,8,27478,Stone,135.95,28.29,No,Yes,Yes,,No,Working Class,No
,10,4,809,Brass,3.39,15.2,No,No,No,,No,Working Class,No
0.24,12,7,859,Clay,3.82,19.7,Yes,No,No,Roadways,Yes,Working Class,Yes
0.12,20,6,89952,Stone,81.6,63.27,No,No,Yes,Roadways,No,Working Class,Yes
0.13,28,10,424,Wood,4.33,14.07,Yes,Yes,Yes,Airways,No,Wealthy,Yes
,24,11,17820,,36.98,53.52,No,No,No,,No,Working Class,No
,3,3,29,Clay,6.19,24.76,No,No,Yes,Roadways,Yes,Working Class,No
,26,14,37505,Brass,21.11,60.5,No,Yes,No,Airways,No,Working Class,
0.24,,8,1697,Brass,4.14,12.77,No,No,No,Roadways,No,Working Class,
0.42,15,,97197,,35.81,76.37,Yes,Yes,Yes,Airways,No,Wealthy,No
0.75,35,16,4295103,Stone,30743.89,71.11,No,Yes,Yes,,No,Wealthy,No
0.2,21,6,4664,Bronze,5.4,24.42,No,No,Yes,,No,Working Class,No
0.04,37,12,1546212,Marble,1538.25,31.59,No,No,No,Roadways,Yes,Wealthy,Yes
0.31,15,8,1057,Clay,6.32,16.75,Yes,Yes,No,Airways,Yes,Working Class,No
0.14,16,7,2496,Bronze,7.66,17.01,Yes,No,Yes,Waterways,No,Working Class,No
0.8,8,5,11406,Stone,43.58,87.01,No,No,Yes,Roadways,No,Working Class,
0.95,15,7,285,Aluminium,3.06,20.54,No,No,No,Airways,No,Working Class,Yes
0.9,21,10,,Brass,69.27,58.15,No,Yes,No,Roadways,No,Wealthy,Yes
0.35,6,5,287,,4.3,11.09,No,No,No,,No,Working Class,No
0.48,14,8,,,3.71,13.73,Yes,Yes,No,Airways,No,Working Class,Yes
0.31,20,,133,Wood,3.45,15.93,No,Yes,Yes,Roadways,No,Working Class,
0.01,31,8,954,,4.03,18.18,No,No,No,Waterways,No,Wealthy,
1,12,8,111,Wood,6.98,15.62,No,No,Yes,Airways,No,Working Class,No
0.35,,6,12827,,17.38,45.69,No,Yes,No,,No,Working Class,No
0.96,30,15,63140,Brass,371.49,52.17,Yes,No,No,Waterways,No,Wealthy,No
0.1,18,7,2816,Bronze,6.26,19.69,No,Yes,Yes,Roadways,No,Working Class,No
0.23,20,16,13120,Bronze,59.83,68.37,No,No,No,Waterways,No,Working Class,No
0.12,20,12,2917,Clay,7.65,13.02,No,Yes,Yes,Airways,Yes,Working Class,Yes
0.31,9,5,220,Bronze,6.91,17.84,Yes,Yes,No,Airways,No,Wealthy,No
,46,15,,,110.45,87.99,Yes,Yes,No,Airways,No,Working Class,No
0.3,16,7,3187,Bronze,7.89,18.6,No,No,Yes,Waterways,No,Working Class,No
,14,6,1874,Bronze,6.1,12.23,No,No,No,,No,Wealthy,Yes
0.55,30,6,325,Wood,6.83,16.85,No,No,No,Roadways,No,Working Class,
0.61,17,6,367,Aluminium,4.64,15.25,No,No,Yes,Roadways,No,Working Class,No
0.73,23,11,2847,Clay,18.4,24.65,No,Yes,Yes,Roadways,Yes,Wealthy,Yes
0.87,,6,147479,Stone,752.62,69.12,No,No,No,Roadways,No,Working Class,No
0.64,,24,1998,Wood,3.63,14.65,Yes,No,No,Airways,No,Working Class,No
0.1,27,22,47815,Brass,66.78,69.89,No,Yes,No,Airways,No,Wealthy,
0.17,24,10,,,2182.51,74.53,No,Yes,Yes,,No,Working Class,No
,32,16,44883,Bronze,114.07,35.32,Yes,No,No,Waterways,No,Working Class,No
0.11,7,5,4532,Marble,3.18,12.44,Yes,No,No,Airways,No,Working Class,No
0.2,11,8,,Bronze,5.87,16.74,No,No,No,Roadways,No,Working Class,No
,22,6,4081,Bronze,11.23,10.58,Yes,No,No,Airways,No,Working Class,Yes
0.36,33,6,127132,Marble,258.59,66.72,Yes,Yes,Yes,Airways,No,Wealthy,No
0.61,7,,316,Brass,5.64,14.08,Yes,No,No,Waterways,No,Working Class,
0.78,,4,159,Clay,3.96,19.26,No,No,No,,Yes,Working Class,Yes
0.2,23,7,280,Wood,5.19,18.39,No,Yes,No,Airways,No,Wealthy,Yes
0.17,22,,,,482.7,74.65,No,Yes,Yes,Roadways,No,Working Class,No
0.28,10,5,371,Clay,3.32,17.67,No,No,No,Waterways,Yes,Working Class,No
0.73,26,7,151190,,294.13,98.19,Yes,No,No,,No,Working Class,No
,8,4,6590,,22.28,91.62,Yes,No,No,Waterways,No,Wealthy,No
0.55,19,7,,Marble,85.3,78.41,No,Yes,Yes,Airways,No,Wealthy,Yes
0.03,12,8,667,Clay,5.52,23.17,Yes,No,Yes,Airways,Yes,Wealthy,No
0.36,9,5,10896,Stone,39.06,69.32,Yes,No,Yes,Airways,No,Working Class,
0.32,44,15,3989667,Marble,7096.07,99.4,Yes,No,No,,Yes,Working Class,No
0.61,48,29,1645,Wood,5.51,21.91,Yes,No,Yes,Roadways,No,Working Class,Yes
0.69,,5,63,Clay,3.38,24.53,No,No,No,,Yes,Working Class,No
0.07,21,7,122697,Stone,77.24,37.52,No,No,Yes,,No,Working Class,No
0.2,12,7,55016,Stone,158.44,45,Yes,No,Yes,Airways,No,Working Class,No
,16,8,774,Clay,5.03,23.93,No,No,No,,Yes,Working Class,No
0.39,11,6,1638,Brass,5.77,15.59,No,No,No,,No,Working Class,
0.42,57,25,27612,Clay,24.87,86.43,No,No,Yes,Roadways,Yes,Wealthy,No
0.6,36,6,1194,Clay,8.51,10.47,No,Yes,No,Roadways,Yes,Working Class,No
0.46,4,4,97,Bronze,4.37,21.83,No,No,No,Roadways,No,Working Class,No
0.07,17,11,302,Wood,4.77,10.18,No,No,Yes,Roadways,No,Working Class,Yes
0.09,29,6,1429,,6.71,14.65,No,No,Yes,Roadways,Yes,Working Class,No
0.56,17,11,,,25.35,87.64,No,No,No,Roadways,No,Working Class,
0.06,9,5,99,,3.8,21.82,No,Yes,No,,No,Wealthy,
0.67,8,5,716,Bronze,3.65,11.57,Yes,Yes,Yes,Airways,No,Wealthy,No
0.1,20,11,,Wood,6.08,21.14,No,Yes,Yes,Airways,No,Wealthy,No
0.26,4,3,75,Bronze,6.86,11.52,No,Yes,Yes,Airways,No,Working Class,No
0.77,11,,,Clay,4.37,16.38,Yes,Yes,Yes,,Yes,Wealthy,No
0.27,11,6,29701,Stone,55.5,57.9,No,Yes,Yes,Roadways,No,Wealthy,No
0.04,21,14,3274,,6.1,18.45,No,No,No,,Yes,Wealthy,Yes
0.81,35,21,1073,,6,13.23,Yes,No,Yes,Waterways,No,Working Class,Yes
,5,3,42,Clay,4.77,19.45,No,No,No,Roadways,Yes,Working Class,No
0.32,19,9,1752,Clay,6.92,11.09,No,No,No,Roadways,Yes,Wealthy,No
0.19,,21,9294079,Stone,13570.34,91.02,No,No,No,Roadways,No,Working Class,No
1,13,,131,Wood,3.97,19.36,Yes,No,No,Airways,No,Working Class,No
0.12,30,11,24794,Bronze,37.02,63.51,Yes,No,No,Waterways,No,Working Class,No
0.73,19,,7846,Brass,20.37,41.01,No,No,No,Airways,No,Working Class,No
0.93,28,10,310032,Marble,782.16,66.82,Yes,No,No,Waterways,No,Working Class,No
0.32,32,18,2293017,Marble,1673.06,69.59,No,Yes,No,Airways,No,Wealthy,Yes
0.27,37,14,19703,Bronze,55.97,27.13,No,No,No,Airways,No,Working Class,No
,23,9,289,Wood,6.9,14.24,No,Yes,No,Airways,No,Working Class,No
0.13,28,12,377884,Marble,1205.08,64.92,No,No,No,Roadways,No,Working Class,No
0.54,24,8,106545,Marble,683.44,79.99,Yes,No,No,Airways,No,Working Class,No
0.01,,6,,Marble,174.07,42.66,No,No,No,Roadways,No,Working Class,No
0.5,7,4,144,Clay,6.74,11.27,No,No,No,Roadways,Yes,Working Class,No
0.3,29,,631362,Stone,811.16,28.17,No,No,No,,No,Working Class,Yes
0.62,31,7,2729,Clay,9.2,19.05,No,No,No,Roadways,Yes,Working Class,No
0.81,,21,103667,Bronze,372.46,80.56,No,No,No,,No,Wealthy,No
0.45,,9,7791,Bronze,13.73,44,No,Yes,No,Airways,No,Working Class,No
0.47,16,6,399,,4.47,23.5,No,No,Yes,,Yes,Working Class,Yes
0.23,40,11,2128,Clay,6.79,20.18,No,No,No,Airways,Yes,Working Class,Yes
0.94,13,7,157,Wood,4.06,19.19,Yes,Yes,No,,No,Wealthy,Yes
0.71,25,6,1553,Clay,5.37,11.11,No,No,No,Airways,Yes,Working Class,No
0.3,32,,597079,Stone,1279.22,94.87,No,Yes,No,Roadways,No,Wealthy,No
0.51,25,,361740,Marble,618.37,47.52,Yes,No,Yes,Waterways,No,Wealthy,Yes
,21,11,11000,Bronze,49,32.61,Yes,No,No,Waterways,No,Working Class,No
0.02,16,8,6125,Brass,5.34,84.75,Yes,Yes,Yes,Airways,No,Working Class,
0.6,25,7,99108,Stone,465.95,31.69,No,No,Yes,Waterways,No,Working Class,Yes
0.65,28,,3205249,Stone,2625.88,44.32,No,No,No,,No,Working Class,Yes
0.32,10,4,10742,Stone,16.67,32.23,No,Yes,No,Roadways,No,Wealthy,No
0.93,10,5,98,Clay,4.2,16.28,No,No,No,Roadways,Yes,Working Class,Yes
,34,8,287590,Marble,352.08,69.09,No,No,No,,No,Working Class,No
0.76,14,7,2448,Bronze,6.42,11.44,No,No,No,Airways,No,Working Class,Yes
0.62,,13,27638,Brass,31.65,41.76,No,Yes,Yes,,No,Wealthy,
0.61,16,6,447,Aluminium,6.45,22.15,No,Yes,No,Roadways,No,Wealthy,No
0.42,5,4,97,Clay,5.01,24,No,Yes,Yes,Airways,Yes,Wealthy,No
0.23,15,6,34889,Marble,80.36,88.2,Yes,No,Yes,Roadways,No,Wealthy,Yes
0.08,41,,10976,Clay,27.44,73.55,Yes,No,No,Waterways,Yes,Working Class,Yes
0.82,22,7,7554,Brass,37.23,28.02,No,No,No,Roadways,No,Working Class,No
0.42,22,10,1812,Clay,10,19.57,Yes,No,Yes,,Yes,Working Class,Yes
0.22,14,7,171,Wood,4.34,19.01,No,Yes,No,Roadways,No,Wealthy,No
0.77,38,18,14333,Clay,82.29,38.19,No,Yes,Yes,Airways,Yes,Working Class,No
0.34,10,5,927,Bronze,5.96,16.06,No,No,Yes,Roadways,No,Working Class,Yes
0.04,10,4,809,,4.02,20.55,No,No,No,Waterways,No,Wealthy,Yes
0.17,22,7,7940,Brass,16.09,69.51,Yes,No,Yes,,No,Working Class,
,26,9,6355,Bronze,11.04,80.27,No,Yes,No,,No,Working Class,Yes
0.41,8,5,3342,Marble,6.03,12.77,No,Yes,No,Roadways,No,Working Class,No
0.92,11,6,140,Wood,4.28,22.49,Yes,No,No,,No,Working Class,No
0.11,10,,420,Bronze,4.79,20.58,No,No,Yes,Waterways,No,Wealthy,No
0.39,24,9,539642,Stone,3163.57,73.83,No,No,No,,No,Working Class,No
0.42,32,10,1178827,Stone,6913.89,81.79,No,Yes,Yes,Roadways,No,Wealthy,No
0.37,38,21,210202,Brass,728.18,43.32,Yes,No,No,,No,Working Class,No
0.48,12,7,,Aluminium,5.9,16.98,No,No,Yes,Waterways,No,Wealthy,No
,19,12,570572,Stone,1881.49,61.52,Yes,Yes,No,Airways,No,Working Class,No
0.73,27,12,498019,Marble,4874.7,52.24,No,Yes,No,,No,Wealthy,No
0.32,11,,2715,Brass,9.48,13.42,No,No,No,Roadways,No,Working Class,No
0.66,20,12,1312,Aluminium,3.22,16.68,No,No,No,Roadways,No,Working Class,No
0.06,36,11,1928890,Stone,4560.68,40.89,No,No,No,Waterways,No,Working Class,No
,9,4,3254,Marble,5.25,21.85,No,Yes,Yes,Airways,No,Wealthy,No
0.05,41,,61937,Bronze,43.55,61.64,Yes,Yes,No,,No,Working Class,No
0.99,20,7,,Aluminium,7.91,17.11,Yes,No,No,,No,Working Class,No
0.69,46,,4500,Aluminium,3.15,15.98,Yes,No,Yes,Waterways,No,Working Class,
0.87,28,16,4250532,,9108.78,26.27,No,Yes,Yes,Airways,No,Working Class,No
0.36,,5,324,Bronze,3.51,12.03,No,No,No,,No,Working Class,Yes
0.1,12,,31313,Stone,43.54,67.18,No,Yes,Yes,,No,Working Class,Yes
,3,3,41,Brass,3.58,11.36,No,Yes,Yes,Roadways,No,Working Class,
0.4,31,21,1037,Wood,4.96,12.08,No,No,No,Roadways,No,Wealthy,No
,24,6,835,Aluminium,5.02,14,No,No,No,Roadways,No,Working Class,No
0.19,14,6,21739,Marble,14.49,52.33,No,No,Yes,Airways,No,Wealthy,No
0.35,24,10,201,Wood,3.74,14.62,No,No,No,Roadways,No,Working Class,No
0.17,12,7,42094,Stone,101.98,94.05,Yes,Yes,Yes,Airways,No,Working Class,No
0.68,5,4,74,Clay,3.84,24.56,Yes,No,Yes,,Yes,Working Class,No
0.93,3,2,13,Wood,6.75,11.49,No,Yes,Yes,,No,Wealthy,No
0.52,35,12,35493,Bronze,91.06,70.75,No,No,No,Waterways,No,Working Class,No
0.24,26,14,398,Wood,6.61,20.17,Yes,Yes,Yes,Airways,No,Wealthy,No
0.7,8,,400,Bronze,3.38,18.81,No,No,Yes,Waterways,No,Working Class,No
0.15,15,7,,Bronze,4.54,23.17,No,No,No,Waterways,No,Working Class,Yes
0.96,36,12,823830,Marble,4789.5,79.45,No,No,Yes,Roadways,Yes,Working Class,No
0.37,24,8,1373,Aluminium,6.78,14.15,No,No,Yes,Waterways,No,Wealthy,No
0.81,24,9,10988,,51.7,60.24,No,No,Yes,,No,Working Class,No
0.35,47,14,41395,Bronze,150.07,60.84,Yes,Yes,Yes,Airways,No,Working Class,No
0.68,29,13,1451,,3.78,19,No,No,No,Waterways,No,Working Class,
0.64,26,6,1753,Clay,3.33,17.33,Yes,Yes,No,Airways,Yes,Working Class,No
0.24,32,15,22471,Bronze,111.69,46.78,No,No,No,Roadways,No,Working Class,No
,27,12,396963,Stone,125.62,55.59,No,Yes,No,Airways,No,Working Class,No
0.62,,4,1139,Marble,6.61,19.71,Yes,Yes,Yes,Airways,No,Wealthy,Yes
,25,6,3467,Bronze,19.02,12.55,Yes,Yes,No,,No,Wealthy,No
0.8,22,11,405806,,270.75,46.28,Yes,No,No,,No,Working Class,No
,,19,7209691,Stone,26137.81,35.79,No,No,Yes,Roadways,No,Working Class,
,21,10,254,Wood,4.69,16.26,No,No,No,Roadways,No,Working Class,Yes
0.19,51,13,7029260,Stone,28007.27,48.5,No,No,Yes,,No,Working Class,Yes
0.23,14,7,,Brass,5.62,21.65,No,Yes,Yes,,No,Working Class,Yes
0.82,10,4,5011,,9.73,74.43,No,Yes,Yes,Roadways,No,Wealthy,Yes
0.08,14,6,10270,Marble,28.17,96.74,No,Yes,No,Airways,No,Wealthy,No
,7,4,102,Aluminium,5.74,12.53,No,No,Yes,Airways,No,Working Class,No
0.65,12,6,553,Bronze,5.35,13.75,No,No,No,Roadways,No,Working Class,No
0.24,37,20,,Clay,15.32,61.53,No,No,Yes,Roadways,Yes,Wealthy,Yes
0.38,18,13,1021,Clay,6.06,18.38,Yes,No,Yes,Waterways,Yes,Wealthy,No
0.77,32,15,9558,,53.44,51.09,Yes,Yes,Yes,Airways,Yes,Wealthy,No
0.17,35,7,20741,Brass,36.13,97.75,No,No,Yes,Roadways,No,Working Class,No
0.21,13,6,,,5.78,65.4,No,Yes,No,Airways,No,Wealthy,
0.63,7,5,4305,Stone,20.05,22.17,No,Yes,No,Airways,No,Wealthy,Yes
0.46,15,6,52207,Stone,86.39,91.51,No,No,No,Roadways,No,Working Class,No
0.92,16,7,97993,Stone,364.52,27.66,No,Yes,Yes,Airways,No,Wealthy,No
0.55,45,14,889,Wood,6.98,10.03,No,No,Yes,Roadways,No,Working Class,No
0.58,7,4,70,Wood,4.42,14.71,No,No,Yes,Airways,No,Wealthy,No
,14,8,898,Clay,3.53,19.4,No,No,No,Roadways,Yes,Working Class,
0.4,11,,256,Aluminium,4.33,15.53,No,No,Yes,,No,Working Class,Yes
0.21,16,6,4692,Brass,12.86,22.15,Yes,No,No,Waterways,No,Working Class,
